county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Atomic City 26,President,,DEM,Joseph R. Biden,3,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Bonneville 27,President,,DEM,Joseph R. Biden,0,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Morgan's Pasture 28,President,,DEM,Joseph R. Biden,0,,,,,,,,,,,,,,,,,,,,,,,,
Bingham,Absentee 31,President,,DEM,Joseph R. Biden,2530,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,001 N Blaine County,President,,DEM,Joseph R. Biden,838,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,002 Sun Valley,President,,DEM,Joseph R. Biden,749,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,003 N Ketchum,President,,DEM,Joseph R. Biden,845,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,004 S Ketchum,President,,DEM,Joseph R. Biden,970,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,005 Quigley,President,,DEM,Joseph R. Biden,718,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,006 Deer Creek,President,,DEM,Joseph R. Biden,382,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,007 NW Hailey,President,,DEM,Joseph R. Biden,713,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,008 NE Hailey,President,,DEM,Joseph R. Biden,715,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,009 SW Hailey,President,,DEM,Joseph R. Biden,647,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,010 NW Woodside,President,,DEM,Joseph R. Biden,470,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,011 SE Woodside,President,,DEM,Joseph R. Biden,599,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,012 Poverty Flat,President,,DEM,Joseph R. Biden,280,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,013 Bellevue,President,,DEM,Joseph R. Biden,678,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,014 Carey,President,,DEM,Joseph R. Biden,107,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,015 Gannett/Picabo,President,,DEM,Joseph R. Biden,208,,,,,,,,,,,,,,,,,,,,,,,,
Blaine,016 Yale,President,,DEM,Joseph R. Biden,0,,,,,,,,,,,,,,,,,,,,,,,,
Boise,30 Garden Valley,President,,DEM,Joseph R. Biden,91,,,,,,,,,,,,,,,,,,,,,,,,
Boise,40 Horseshoe Bend,President,,DEM,Joseph R. Biden,76,,,,,,,,,,,,,,,,,,,,,,,,
Boise,50 Idaho City,President,,DEM,Joseph R. Biden,57,,,,,,,,,,,,,,,,,,,,,,,,
Boise,60 Lowman,President,,DEM,Joseph R. Biden,16,,,,,,,,,,,,,,,,,,,,,,,,
Boise,70 Mores Creek,President,,DEM,Joseph R. Biden,53,,,,,,,,,,,,,,,,,,,,,,,,
Boise,80 Placerville,President,,DEM,Joseph R. Biden,9,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,President,,DEM,Joseph R. Biden,289,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,President,,DEM,Joseph R. Biden,286,,,,,,,,,,,,,,,,,,,,,,,,
Boise,90 Absentee,President,,DEM,Joseph R. Biden,327,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Airport,President,,DEM,Joseph R. Biden,512,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Algoma,President,,DEM,Joseph R. Biden,277,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Baldy,President,,DEM,Joseph R. Biden,587,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Beach,President,,DEM,Joseph R. Biden,532,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Blue Lake,President,,DEM,Joseph R. Biden,122,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Careywood,President,,DEM,Joseph R. Biden,147,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Clark Fork,President,,DEM,Joseph R. Biden,145,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Cocolalla,President,,DEM,Joseph R. Biden,108,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Colburn,President,,DEM,Joseph R. Biden,233,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Dover,President,,DEM,Joseph R. Biden,236,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,East Priest River,President,,DEM,Joseph R. Biden,180,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Edgemere,President,,DEM,Joseph R. Biden,201,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Gamlin Lake,President,,DEM,Joseph R. Biden,213,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Grouse Creek,President,,DEM,Joseph R. Biden,296,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Hope,President,,DEM,Joseph R. Biden,321,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Humbird,President,,DEM,Joseph R. Biden,523,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Kelso,President,,DEM,Joseph R. Biden,47,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Kootenai,President,,DEM,Joseph R. Biden,438,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Laclede,President,,DEM,Joseph R. Biden,106,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Lakeview,President,,DEM,Joseph R. Biden,45,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Lamb Creek,President,,DEM,Joseph R. Biden,147,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Oden,President,,DEM,Joseph R. Biden,320,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Oldtown,President,,DEM,Joseph R. Biden,213,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Priest Lake,President,,DEM,Joseph R. Biden,71,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Sagle,President,,DEM,Joseph R. Biden,410,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Selle,President,,DEM,Joseph R. Biden,283,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Southside,President,,DEM,Joseph R. Biden,178,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Spirit Valley,President,,DEM,Joseph R. Biden,179,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Washington,President,,DEM,Joseph R. Biden,801,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Westmond,President,,DEM,Joseph R. Biden,256,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,West Priest River,President,,DEM,Joseph R. Biden,103,,,,,,,,,,,,,,,,,,,,,,,,
Bonner,Wrenco,President,,DEM,Joseph R. Biden,80,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,1,President,,DEM,Joseph R. Biden,80,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,2,President,,DEM,Joseph R. Biden,122,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,3,President,,DEM,Joseph R. Biden,76,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,4,President,,DEM,Joseph R. Biden,101,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,5,President,,DEM,Joseph R. Biden,106,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,6,President,,DEM,Joseph R. Biden,67,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,7,President,,DEM,Joseph R. Biden,150,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,8,President,,DEM,Joseph R. Biden,77,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,9,President,,DEM,Joseph R. Biden,147,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,10,President,,DEM,Joseph R. Biden,84,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,11,President,,DEM,Joseph R. Biden,148,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,12,President,,DEM,Joseph R. Biden,84,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,13,President,,DEM,Joseph R. Biden,128,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,14,President,,DEM,Joseph R. Biden,83,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,15,President,,DEM,Joseph R. Biden,99,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,16,President,,DEM,Joseph R. Biden,74,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,17,President,,DEM,Joseph R. Biden,102,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,18,President,,DEM,Joseph R. Biden,90,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,19,President,,DEM,Joseph R. Biden,71,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,20,President,,DEM,Joseph R. Biden,92,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,21,President,,DEM,Joseph R. Biden,121,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,22,President,,DEM,Joseph R. Biden,95,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,23,President,,DEM,Joseph R. Biden,81,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,24,President,,DEM,Joseph R. Biden,64,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,25,President,,DEM,Joseph R. Biden,82,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,26,President,,DEM,Joseph R. Biden,98,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,27,President,,DEM,Joseph R. Biden,77,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,28,President,,DEM,Joseph R. Biden,46,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,37,President,,DEM,Joseph R. Biden,30,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,38,President,,DEM,Joseph R. Biden,50,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,39,President,,DEM,Joseph R. Biden,37,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,40,President,,DEM,Joseph R. Biden,117,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,41,President,,DEM,Joseph R. Biden,38,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,42,President,,DEM,Joseph R. Biden,48,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,43,President,,DEM,Joseph R. Biden,41,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,44,President,,DEM,Joseph R. Biden,36,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,45,President,,DEM,Joseph R. Biden,136,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,46,President,,DEM,Joseph R. Biden,123,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,47,President,,DEM,Joseph R. Biden,66,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,48,President,,DEM,Joseph R. Biden,76,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,49,President,,DEM,Joseph R. Biden,105,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,50,President,,DEM,Joseph R. Biden,69,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,51,President,,DEM,Joseph R. Biden,52,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,52,President,,DEM,Joseph R. Biden,62,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,53,President,,DEM,Joseph R. Biden,45,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,54,President,,DEM,Joseph R. Biden,15,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,55,President,,DEM,Joseph R. Biden,42,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,56,President,,DEM,Joseph R. Biden,6,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,57,President,,DEM,Joseph R. Biden,48,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,58,President,,DEM,Joseph R. Biden,35,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,59,President,,DEM,Joseph R. Biden,54,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 30,President,,DEM,Joseph R. Biden,4576,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 32,President,,DEM,Joseph R. Biden,396,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 33,President,,DEM,Joseph R. Biden,4904,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville,Absentee 34,President,,DEM,Joseph R. Biden,402,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,BF/Kootenai,President,,DEM,Joseph R. Biden,51,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Copeland,President,,DEM,Joseph R. Biden,20,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Moyie,President,,DEM,Joseph R. Biden,41,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Naples,President,,DEM,Joseph R. Biden,51,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,North Bonners Ferry,President,,DEM,Joseph R. Biden,51,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Valley View,President,,DEM,Joseph R. Biden,28,,,,,,,,,,,,,,,,,,,,,,,,
Boundary,Absentee,President,,DEM,Joseph R. Biden,978,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Arco 1,President,,DEM,Joseph R. Biden,77,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Arco 2,President,,DEM,Joseph R. Biden,45,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Moore 3,President,,DEM,Joseph R. Biden,58,,,,,,,,,,,,,,,,,,,,,,,,
Butte,Howe 4,President,,DEM,Joseph R. Biden,8,,,,,,,,,,,,,,,,,,,,,,,,
Camas,#1,President,,DEM,Joseph R. Biden,79,,,,,,,,,,,,,,,,,,,,,,,,
Camas,#2,President,,DEM,Joseph R. Biden,70,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Jan,President,,DEM,Joseph R. Biden,318,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Feb,President,,DEM,Joseph R. Biden,127,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,9-Mar,President,,DEM,Joseph R. Biden,265,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Jul,President,,DEM,Joseph R. Biden,268,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Aug,President,,DEM,Joseph R. Biden,350,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Sep,President,,DEM,Joseph R. Biden,542,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Oct,President,,DEM,Joseph R. Biden,548,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Nov,President,,DEM,Joseph R. Biden,220,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,10-Dec,President,,DEM,Joseph R. Biden,604,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,13-10,President,,DEM,Joseph R. Biden,447,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,14-10,President,,DEM,Joseph R. Biden,498,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,15-10,President,,DEM,Joseph R. Biden,466,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,16-10,President,,DEM,Joseph R. Biden,922,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,17-10,President,,DEM,Joseph R. Biden,443,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,18-10,President,,DEM,Joseph R. Biden,380,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,19-10,President,,DEM,Joseph R. Biden,465,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,20-10,President,,DEM,Joseph R. Biden,99,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,26-11,President,,DEM,Joseph R. Biden,242,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,27-11,President,,DEM,Joseph R. Biden,345,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,28-11,President,,DEM,Joseph R. Biden,231,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,29-11,President,,DEM,Joseph R. Biden,492,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,30-11,President,,DEM,Joseph R. Biden,470,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,31-11,President,,DEM,Joseph R. Biden,521,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,32-11,President,,DEM,Joseph R. Biden,215,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,33-11,President,,DEM,Joseph R. Biden,146,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,34-11,President,,DEM,Joseph R. Biden,121,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,35-11,President,,DEM,Joseph R. Biden,192,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,36-11,President,,DEM,Joseph R. Biden,232,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,37-11,President,,DEM,Joseph R. Biden,202,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,38-11,President,,DEM,Joseph R. Biden,78,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,39-11,President,,DEM,Joseph R. Biden,260,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,40-11,President,,DEM,Joseph R. Biden,425,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,41-11,President,,DEM,Joseph R. Biden,386,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,42-11,President,,DEM,Joseph R. Biden,367,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,43-11,President,,DEM,Joseph R. Biden,141,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,44-11,President,,DEM,Joseph R. Biden,83,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,49-12,President,,DEM,Joseph R. Biden,547,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,50-12,President,,DEM,Joseph R. Biden,294,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,51-12,President,,DEM,Joseph R. Biden,481,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,52-12,President,,DEM,Joseph R. Biden,548,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,53-12,President,,DEM,Joseph R. Biden,614,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,54-12,President,,DEM,Joseph R. Biden,529,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,55-12,President,,DEM,Joseph R. Biden,373,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,56-12,President,,DEM,Joseph R. Biden,354,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,57-12,President,,DEM,Joseph R. Biden,580,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,58-12,President,,DEM,Joseph R. Biden,320,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,59-12,President,,DEM,Joseph R. Biden,584,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,60-12,President,,DEM,Joseph R. Biden,487,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,61-12,President,,DEM,Joseph R. Biden,486,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,62-12,President,,DEM,Joseph R. Biden,554,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,69-13,President,,DEM,Joseph R. Biden,477,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,70-13,President,,DEM,Joseph R. Biden,367,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,71-13,President,,DEM,Joseph R. Biden,377,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,72-13,President,,DEM,Joseph R. Biden,424,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,73-13,President,,DEM,Joseph R. Biden,605,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,74-13,President,,DEM,Joseph R. Biden,737,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,75-13,President,,DEM,Joseph R. Biden,422,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,76-13,President,,DEM,Joseph R. Biden,728,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,77-13,President,,DEM,Joseph R. Biden,374,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,78-13,President,,DEM,Joseph R. Biden,550,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,79-13,President,,DEM,Joseph R. Biden,442,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,80-13,President,,DEM,Joseph R. Biden,531,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,81-13,President,,DEM,Joseph R. Biden,516,,,,,,,,,,,,,,,,,,,,,,,,
Canyon,82-13,President,,DEM,Joseph R. Biden,469,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Bancroft,President,,DEM,Joseph R. Biden,23,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Freedom,President,,DEM,Joseph R. Biden,4,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Grace #1,President,,DEM,Joseph R. Biden,67,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Grace #2,President,,DEM,Joseph R. Biden,50,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #1,President,,DEM,Joseph R. Biden,101,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #2,President,,DEM,Joseph R. Biden,90,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #3,President,,DEM,Joseph R. Biden,52,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Soda #4,President,,DEM,Joseph R. Biden,43,,,,,,,,,,,,,,,,,,,,,,,,
Caribou,Wayan,President,,DEM,Joseph R. Biden,1,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,101 Burley 1,President,,DEM,Joseph R. Biden,163,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,102 Burley 2,President,,DEM,Joseph R. Biden,83,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,103 Burley 3,President,,DEM,Joseph R. Biden,141,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,104 Burley 4,President,,DEM,Joseph R. Biden,134,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,105 Burley 5,President,,DEM,Joseph R. Biden,123,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,106 Burley 6,President,,DEM,Joseph R. Biden,164,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,107 Albion,President,,DEM,Joseph R. Biden,43,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,108 Almo,President,,DEM,Joseph R. Biden,21,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,109 Bridge,President,,DEM,Joseph R. Biden,4,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,110 Declo,President,,DEM,Joseph R. Biden,80,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,111 Elba,President,,DEM,Joseph R. Biden,7,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,112 Grandview,President,,DEM,Joseph R. Biden,95,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,113 Heglar-Yale,President,,DEM,Joseph R. Biden,5,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,114 Jackson,President,,DEM,Joseph R. Biden,21,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,115 Malta,President,,DEM,Joseph R. Biden,10,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,116 Oakley 1,President,,DEM,Joseph R. Biden,42,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,117 Oakley 2,President,,DEM,Joseph R. Biden,34,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,118 Parsons,President,,DEM,Joseph R. Biden,8,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,119 Pella,President,,DEM,Joseph R. Biden,38,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,120 Springdale,President,,DEM,Joseph R. Biden,78,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,121 Starrh's Ferry,President,,DEM,Joseph R. Biden,83,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,122 Sublett,President,,DEM,Joseph R. Biden,2,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,123 Unity,President,,DEM,Joseph R. Biden,77,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,124 View,President,,DEM,Joseph R. Biden,8,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#1,President,,DEM,Joseph R. Biden,11,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#2,President,,DEM,Joseph R. Biden,17,,,,,,,,,,,,,,,,,,,,,,,,
Clark,#3,President,,DEM,Joseph R. Biden,13,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,1 Orofino,President,,DEM,Joseph R. Biden,38,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,2 Orofino,President,,DEM,Joseph R. Biden,28,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,3 Orofino,President,,DEM,Joseph R. Biden,35,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,4 Orofino,President,,DEM,Joseph R. Biden,32,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,5 Orofino,President,,DEM,Joseph R. Biden,51,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,6 Fraser,President,,DEM,Joseph R. Biden,4,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,7 Greer,President,,DEM,Joseph R. Biden,9,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,8 Teakean,President,,DEM,Joseph R. Biden,7,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,9 Weippe,President,,DEM,Joseph R. Biden,23,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,10 Headquarters,President,,DEM,Joseph R. Biden,1,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,11 Ahsahka,President,,DEM,Joseph R. Biden,26,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,12 Pierce,President,,DEM,Joseph R. Biden,15,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,13 Elk River,President,,DEM,Joseph R. Biden,29,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,14 Grangemont,President,,DEM,Joseph R. Biden,15,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater,15 Absentee,President,,DEM,Joseph R. Biden,564,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Challis,President,,DEM,Joseph R. Biden,34,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Round Valley 1,President,,DEM,Joseph R. Biden,12,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Round Valley 2,President,,DEM,Joseph R. Biden,9,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Mackay,President,,DEM,Joseph R. Biden,14,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Leslie,President,,DEM,Joseph R. Biden,14,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Battleground,President,,DEM,Joseph R. Biden,21,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Sunol,President,,DEM,Joseph R. Biden,5,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Clayton,President,,DEM,Joseph R. Biden,34,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Stanley,President,,DEM,Joseph R. Biden,40,,,,,,,,,,,,,,,,,,,,,,,,
Custer,Absentee,President,,DEM,Joseph R. Biden,420,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 1,President,,DEM,Joseph R. Biden,41,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 2,President,,DEM,Joseph R. Biden,68,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 3,President,,DEM,Joseph R. Biden,38,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 4,President,,DEM,Joseph R. Biden,34,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 5,President,,DEM,Joseph R. Biden,24,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 6,President,,DEM,Joseph R. Biden,21,,,,,,,,,,,,,,,,,,,,,,,,
Elmore,Mountain Home 7,President,,DEM,Joseph R. Biden,21,,,,,,,,,,,,,,,,,,,,,,,,
