county,office,district,candidate,party,early_voting,mail,election_day,votes
BEAR LAKE,President,,Don Blankenship,,0,0,2,2
BEAR LAKE,President,,Daniel Clyde Cummings,,0,0,1,1
BEAR LAKE,President,,Don J. Grundmann,,0,0,0,0
BEAR LAKE,President,,Charles Kraut,,0,0,3,3
BEAR LAKE,President,,J.R. Myers,,0,0,0,0
BEAR LAKE,President,,"Sheila ""Samm"" Tittle",,0,0,1,1
BENEWAH,President,,Michael Bennet,,0,0,0,0
BENEWAH,President,,Joseph R. Biden,,0,0,235,235
BENEWAH,President,,Michael R. Bloomberg,,0,0,8,8
BENEWAH,President,,Cory Booker,,0,0,1,1
BENEWAH,President,,Steve Burke,,0,0,0,0
BENEWAH,President,,Pete Buttigieg,,0,0,3,3
BENEWAH,President,,Julian Castro,,0,0,0,0
BENEWAH,President,,Roque De La Fuente,,0,0,0,0
BENEWAH,President,,John K. Delaney,,0,0,0,0
BENEWAH,President,,Tulsi Gabbard,,0,0,8,8
BENEWAH,President,,Amy Klobuchar,,0,0,2,2
BENEWAH,President,,Deval Patrick,,0,0,0,0
BENEWAH,President,,Bernie Sanders,,0,0,154,154
BENEWAH,President,,Tom Steyer,,0,0,1,1
BENEWAH,President,,Elizabeth Warren,,0,0,14,14
BENEWAH,President,,Marianne Williamson,,0,0,0,0
BENEWAH,President,,Andrew Yang,,0,0,1,1
BENEWAH,President,,Don Blankenship,,0,0,3,3
BENEWAH,President,,Daniel Clyde Cummings,,0,0,2,2
BENEWAH,President,,Don J. Grundmann,,0,0,0,0
BENEWAH,President,,Charles Kraut,,0,0,0,0
BENEWAH,President,,J.R. Myers,,0,0,1,1
BENEWAH,President,,"Sheila ""Samm"" Tittle",,0,0,1,1
BENEWAH,President,,"Roque ""Rocky"" De La Fuente",,0,0,2,2
BENEWAH,President,,Bob Ely,,0,0,5,5
BENEWAH,President,,Matthew John Matern,,0,0,1,1
BENEWAH,President,,Donald J Trump,,0,0,935,935
BENEWAH,President,,Joe Walsh,,0,0,6,6
BENEWAH,President,,Bill Weld,,0,0,4,4
BINGHAM,President,,"Roque ""Rocky"" De La Fuente",REP,1,3,12,16
BINGHAM,President,,Bob Ely,REP,0,1,11,12
BINGHAM,President,,Matthew John Matern,REP,0,4,22,26
BINGHAM,President,,Donald J Trump,REP,145,596,2455,3196
BINGHAM,President,,Joe Walsh,REP,5,13,61,79
BINGHAM,President,,Bill Weld,REP,0,11,29,40
BINGHAM,President,,Michael Bennet,DEM,0,0,2,2
BINGHAM,President,,Joseph R. Biden,DEM,51,63,423,537
BINGHAM,President,,Michael R. Bloomberg,DEM,4,52,25,81
BINGHAM,President,,Cory Booker,DEM,0,0,1,1
BINGHAM,President,,Steve Burke,DEM,0,0,2,2
BINGHAM,President,,Pete Buttigieg,DEM,1,19,1,21
BINGHAM,President,,Julian Castro,DEM,0,0,1,1
BINGHAM,President,,Roque De La Fuente,DEM,0,0,2,2
BINGHAM,President,,John K. Delaney,DEM,0,0,1,1
BINGHAM,President,,Tulsi Gabbard,DEM,1,2,15,18
BINGHAM,President,,Amy Klobuchar,DEM,1,10,3,14
BINGHAM,President,,Deval Patrick,DEM,0,0,0,0
BINGHAM,President,,Bernie Sanders,DEM,36,31,400,467
BINGHAM,President,,Tom Steyer,DEM,0,4,2,6
BINGHAM,President,,Elizabeth Warren,DEM,3,8,15,26
BINGHAM,President,,Marianne Williamson,DEM,0,1,1,2
BINGHAM,President,,Andrew Yang,DEM,0,1,3,4
BINGHAM,President,,Don Blankenship,CON,0,1,2,3
BINGHAM,President,,Daniel Clyde Cummings,CON,2,4,4,10
BINGHAM,President,,Don J. Grundmann,CON,0,0,1,1
BINGHAM,President,,Charles Kraut,CON,0,3,2,5
BINGHAM,President,,J.R. Myers,CON,1,0,3,4
BINGHAM,President,,"Sheila ""Samm"" Tittle",CON,0,1,2,3
BLAINE,President,,"Roque ""Rocky"" De La Fuente",REP,0,0,3,3
BLAINE,President,,Bob Ely,REP,0,0,2,2
BLAINE,President,,Matthew John Matern,REP,0,0,1,1
BLAINE,President,,Donald J Trump,REP,89,37,479,605
BLAINE,President,,Joe Walsh,REP,2,2,18,22
BLAINE,President,,Bill Weld,REP,7,0,20,27
BLAINE,President,,Michael Bennet,DEM,0,0,2,2
BLAINE,President,,Joseph R. Biden,DEM,361,44,1910,2315
BLAINE,President,,Michael R. Bloomberg,DEM,85,25,17,127
BLAINE,President,,Cory Booker,DEM,0,1,0,1
BLAINE,President,,Steve Burke,DEM,0,0,0,0
BLAINE,President,,Pete Buttigieg,DEM,36,8,11,55
BLAINE,President,,Julian Castro,DEM,0,0,0,0
BLAINE,President,,Roque De La Fuente,DEM,0,0,0,0
BLAINE,President,,John K. Delaney,DEM,0,0,1,1
BLAINE,President,,Tulsi Gabbard,DEM,2,1,19,22
BLAINE,President,,Amy Klobuchar,DEM,22,4,2,28
BLAINE,President,,Deval Patrick,DEM,0,0,1,1
BLAINE,President,,Bernie Sanders,DEM,156,29,1028,1213
BLAINE,President,,Tom Steyer,DEM,1,0,2,3
BLAINE,President,,Elizabeth Warren,DEM,49,18,24,91
BLAINE,President,,Marianne Williamson,DEM,0,0,2,2
BLAINE,President,,Andrew Yang,DEM,2,0,2,4
BLAINE,President,,Don Blankenship,CON,0,0,4,4
BLAINE,President,,Daniel Clyde Cummings,CON,1,0,1,2
BLAINE,President,,Don J. Grundmann,CON,0,0,1,1
BLAINE,President,,Charles Kraut,CON,0,0,1,1
BLAINE,President,,J.R. Myers,CON,1,0,1,2
BLAINE,President,,"Sheila ""Samm"" Tittle",CON,1,0,6,7
BOISE,President,,Don Blankenship,,0,0,7,7
BOISE,President,,Daniel Clyde Cummings,,0,0,3,3
BOISE,President,,Don J. Grundmann,,0,0,0,0
BOISE,President,,Charles Kraut,,0,0,1,1
BOISE,President,,J.R. Myers,,0,0,1,1
BOISE,President,,"Sheila ""Samm"" Tittle",,0,0,3,3
BOISE,President,,"Roque ""Rocky"" De La Fuente",,0,0,7,7
BOISE,President,,Bob Ely,,0,0,1,1
BOISE,President,,Matthew John Matern,,0,0,1,1
BOISE,President,,Donald J Trump,,0,0,1030,1030
BOISE,President,,Joe Walsh,,0,0,41,41
BOISE,President,,Bill Weld,,0,0,38,38
BOISE,President,,Michael Bennet,,0,0,1,1
BOISE,President,,Joseph R. Biden,,0,0,273,273
BOISE,President,,Michael R. Bloomberg,,0,0,6,6
BOISE,President,,Cory Booker,,0,0,0,0
BOISE,President,,Steve Burke,,0,0,0,0
BOISE,President,,Pete Buttigieg,,0,0,12,12
BOISE,President,,Julian Castro,,0,0,0,0
BOISE,President,,Roque De La Fuente,,0,0,1,1
BOISE,President,,John K. Delaney,,0,0,1,1
BOISE,President,,Tulsi Gabbard,,0,0,6,6
BOISE,President,,Amy Klobuchar,,0,0,5,5
BOISE,President,,Deval Patrick,,0,0,0,0
BOISE,President,,Bernie Sanders,,0,0,145,145
BOISE,President,,Tom Steyer,,0,0,2,2
BOISE,President,,Elizabeth Warren,,0,0,13,13
BOISE,President,,Marianne Williamson,,0,0,0,0
BOISE,President,,Andrew Yang,,0,0,0,0
BONNER,President,,Don Blankenship,CON,0,1,9,10
BONNER,President,,Daniel Clyde Cummings,CON,0,1,6,7
BONNER,President,,Don J. Grundmann,CON,0,1,4,5
BONNER,President,,Charles Kraut,CON,0,0,3,3
BONNER,President,,J.R. Myers,CON,0,0,2,2
BONNER,President,,"Sheila ""Samm"" Tittle",CON,0,0,2,2
BONNER,President,,Michael Bennet,DEM,0,1,2,3
BONNER,President,,Joseph R. Biden,DEM,0,251,1439,1690
BONNER,President,,Michael R. Bloomberg,DEM,0,73,15,88
BONNER,President,,Cory Booker,DEM,0,0,1,1
BONNER,President,,Steve Burke,DEM,0,0,1,1
BONNER,President,,Pete Buttigieg,DEM,0,30,11,41
BONNER,President,,Julian Castro,DEM,0,0,0,0
BONNER,President,,Roque De La Fuente,DEM,0,0,0,0
BONNER,President,,John K. Delaney,DEM,0,0,2,2
BONNER,President,,Tulsi Gabbard,DEM,0,0,16,16
BONNER,President,,Amy Klobuchar,DEM,0,31,7,38
BONNER,President,,Deval Patrick,DEM,0,1,1,2
BONNER,President,,Bernie Sanders,DEM,0,161,1230,1391
BONNER,President,,Tom Steyer,DEM,0,4,0,4
BONNER,President,,Elizabeth Warren,DEM,0,65,37,102
BONNER,President,,Marianne Williamson,DEM,0,0,0,0
BONNER,President,,Andrew Yang,DEM,0,0,9,9
BONNER,President,,"Roque ""Rocky"" De La Fuente",REP,0,4,15,19
BONNER,President,,Bob Ely,REP,0,1,10,11
BONNER,President,,Matthew John Matern,REP,0,4,13,17
BONNER,President,,Donald J Trump,REP,0,667,3536,4203
BONNER,President,,Joe Walsh,REP,0,19,64,83
BONNER,President,,Bill Weld,REP,0,33,79,112
BONNEVILLE,President,,"Roque ""Rocky"" De La Fuente",REP,2,1,51,54
BONNEVILLE,President,,Bob Ely,REP,5,0,22,27
BONNEVILLE,President,,Matthew John Matern,REP,1,2,43,46
BONNEVILLE,President,,Donald J Trump,REP,412,355,4494,5261
BONNEVILLE,President,,Joe Walsh,REP,14,12,129,155
BONNEVILLE,President,,Bill Weld,REP,15,19,120,154
BONNEVILLE,President,,Michael Bennet,DEM,1,0,1,2
BONNEVILLE,President,,Joseph R. Biden,DEM,275,65,1742,2082
BONNEVILLE,President,,Michael R. Bloomberg,DEM,54,25,33,112
BONNEVILLE,President,,Cory Booker,DEM,0,0,3,3
BONNEVILLE,President,,Steve Burke,DEM,0,0,3,3
BONNEVILLE,President,,Pete Buttigieg,DEM,17,12,14,43
BONNEVILLE,President,,Julian Castro,DEM,0,0,1,1
BONNEVILLE,President,,Roque De La Fuente,DEM,0,0,1,1
BONNEVILLE,President,,John K. Delaney,DEM,0,0,3,3
BONNEVILLE,President,,Tulsi Gabbard,DEM,0,2,38,40
BONNEVILLE,President,,Amy Klobuchar,DEM,14,7,14,35
BONNEVILLE,President,,Deval Patrick,DEM,0,0,1,1
BONNEVILLE,President,,Bernie Sanders,DEM,112,34,1689,1835
BONNEVILLE,President,,Tom Steyer,DEM,0,1,2,3
BONNEVILLE,President,,Elizabeth Warren,DEM,34,18,50,102
BONNEVILLE,President,,Marianne Williamson,DEM,1,0,0,1
BONNEVILLE,President,,Andrew Yang,DEM,0,0,11,11
BONNEVILLE,President,,Don Blankenship,CON,0,1,11,12
BONNEVILLE,President,,Daniel Clyde Cummings,CON,0,1,6,7
BONNEVILLE,President,,Don J. Grundmann,CON,0,0,4,4
BONNEVILLE,President,,Charles Kraut,CON,2,0,9,11
BONNEVILLE,President,,J.R. Myers,CON,3,0,4,7
BONNEVILLE,President,,"Sheila ""Samm"" Tittle",CON,1,0,11,12
BOUNDARY,President,,Don Blankenship,,0,0,6,6
BOUNDARY,President,,Daniel Clyde Cummings,,0,0,1,1
BOUNDARY,President,,Don J. Grundmann,,0,0,0,0
BOUNDARY,President,,Charles Kraut,,0,0,2,2
BOUNDARY,President,,"Sheila ""Samm"" Tittle",,0,0,1,1
BOUNDARY,President,,J.R. Myers,,0,0,1,1
BOUNDARY,President,,Pete Buttigieg,,0,0,6,6
BOUNDARY,President,,Julian Castro,,0,0,0,0
BOUNDARY,President,,Roque De La Fuente,,0,0,0,0
BOUNDARY,President,,John K. Delaney,,0,0,0,0
BOUNDARY,President,,Tulsi Gabbard,,0,0,6,6
BOUNDARY,President,,Amy Klobuchar,,0,0,5,5
BOUNDARY,President,,Deval Patrick,,0,0,0,0
BOUNDARY,President,,Bernie Sanders,,0,0,200,200
BOUNDARY,President,,Tom Steyer,,0,0,0,0
BOUNDARY,President,,Elizabeth Warren,,0,0,13,13
BOUNDARY,President,,Marianne Williamson,,0,0,1,1
BOUNDARY,President,,Andrew Yang,,0,0,2,2
BOUNDARY,President,,Michael Bennet,,0,0,1,1
BOUNDARY,President,,Joseph R. Biden,,0,0,196,196
BOUNDARY,President,,Cory Booker,,0,0,0,0
BOUNDARY,President,,Michael R. Bloomberg,,0,0,12,12
BOUNDARY,President,,Steve Burke,,0,0,0,0
BOUNDARY,President,,Bob Ely,,0,0,6,6
BOUNDARY,President,,"Roque ""Rocky"" De La Fuente",,0,0,6,6
BOUNDARY,President,,Matthew John Matern,,0,0,2,2
BOUNDARY,President,,Donald J Trump,,0,0,1168,1168
BOUNDARY,President,,Joe Walsh,,0,0,17,17
BOUNDARY,President,,Bill Weld,,0,0,19,19
BUTTE,President,,Joseph R. Biden,,0,0,46,46
BUTTE,President,,Michael R. Bloomberg,,0,0,1,1
BUTTE,President,,Cory Booker,,0,0,0,0
BUTTE,President,,Steve Burke,,0,0,0,0
BUTTE,President,,Pete Buttigieg,,0,0,0,0
BUTTE,President,,Julian Castro,,0,0,0,0
BUTTE,President,,Roque De La Fuente,,0,0,1,1
BUTTE,President,,John K. Delaney,,0,0,0,0
BUTTE,President,,Tulsi Gabbard,,0,0,1,1
BUTTE,President,,Amy Klobuchar,,0,0,0,0
BUTTE,President,,Deval Patrick,,0,0,0,0
BUTTE,President,,Bernie Sanders,,0,0,23,23
BUTTE,President,,Tom Steyer,,0,0,0,0
BUTTE,President,,Elizabeth Warren,,0,0,0,0
BUTTE,President,,Marianne Williamson,,0,0,0,0
BUTTE,President,,Andrew Yang,,0,0,0,0
BUTTE,President,,Michael Bennet,,0,0,0,0
BUTTE,President,,"Roque ""Rocky"" De La Fuente",,0,0,2,2
BUTTE,President,,Bob Ely,,0,0,3,3
BUTTE,President,,Matthew John Matern,,0,0,1,1
BUTTE,President,,Donald J Trump,,0,0,252,252
BUTTE,President,,Joe Walsh,,0,0,5,5
BUTTE,President,,Bill Weld,,0,0,2,2
BUTTE,President,,Don Blankenship,,0,0,0,0
BUTTE,President,,Daniel Clyde Cummings,,0,0,1,1
BUTTE,President,,Don J. Grundmann,,0,0,0,0
BUTTE,President,,Charles Kraut,,0,0,0,0
BUTTE,President,,J.R. Myers,,0,0,0,0
BUTTE,President,,"Sheila ""Samm"" Tittle",,0,0,0,0
CAMAS,President,,Bob Ely,,0,0,1,1
CAMAS,President,,Matthew John Matern,,0,0,0,0
CAMAS,President,,Donald J Trump,,0,0,146,146
CAMAS,President,,Joe Walsh,,0,0,1,1
CAMAS,President,,Bill Weld,,0,0,7,7
CAMAS,President,,"Roque ""Rocky"" De La Fuente",,0,0,0,0
CAMAS,President,,Andrew Yang,,0,0,0,0
CAMAS,President,,Michael Bennet,,0,0,0,0
CAMAS,President,,Joseph R. Biden,,0,0,21,21
CAMAS,President,,Michael R. Bloomberg,,0,0,2,2
CAMAS,President,,Cory Booker,,0,0,0,0
CAMAS,President,,Steve Burke,,0,0,0,0
CAMAS,President,,Pete Buttigieg,,0,0,0,0
CAMAS,President,,Julian Castro,,0,0,0,0
CAMAS,President,,Roque De La Fuente,,0,0,0,0
CAMAS,President,,John K. Delaney,,0,0,0,0
CAMAS,President,,Tulsi Gabbard,,0,0,2,2
CAMAS,President,,Amy Klobuchar,,0,0,0,0
CAMAS,President,,Deval Patrick,,0,0,0,0
CAMAS,President,,Bernie Sanders,,0,0,22,22
CAMAS,President,,Tom Steyer,,0,0,0,0
CAMAS,President,,Elizabeth Warren,,0,0,1,1
CAMAS,President,,Marianne Williamson,,0,0,1,1
CAMAS,President,,J.R. Myers,,0,0,0,0
CAMAS,President,,"Sheila ""Samm"" Tittle",,0,0,0,0
CAMAS,President,,Don Blankenship,,0,0,2,2
CAMAS,President,,Daniel Clyde Cummings,,0,0,0,0
CAMAS,President,,Don J. Grundmann,,0,0,0,0
CAMAS,President,,Charles Kraut,,0,0,0,0
CANYON,President,,"Roque ""Rocky"" De La Fuente",REP,8,3,57,68
CANYON,President,,Matthew John Matern,REP,6,10,61,77
CANYON,President,,Bob Ely,REP,8,4,59,71
CANYON,President,,Donald J Trump,REP,1332,924,13022,15278
CANYON,President,,Joe Walsh,REP,25,20,225,270
CANYON,President,,Bill Weld,REP,15,25,270,310
CANYON,President,,Michael Bennet,DEM,1,2,7,10
CANYON,President,,Joseph R. Biden,DEM,381,165,3259,3805
CANYON,President,,Michael R. Bloomberg,DEM,84,46,76,206
CANYON,President,,Cory Booker,DEM,1,1,12,14
CANYON,President,,Steve Burke,DEM,0,0,6,6
CANYON,President,,Pete Buttigieg,DEM,45,27,18,90
CANYON,President,,Julian Castro,DEM,0,0,11,11
CANYON,President,,Roque De La Fuente,DEM,1,1,3,5
CANYON,President,,John K. Delaney,DEM,3,0,11,14
CANYON,President,,Tulsi Gabbard,DEM,6,2,64,72
CANYON,President,,Amy Klobuchar,DEM,13,15,24,52
CANYON,President,,Deval Patrick,DEM,0,0,0,0
CANYON,President,,Bernie Sanders,DEM,278,91,3517,3886
CANYON,President,,Tom Steyer,DEM,3,2,5,10
CANYON,President,,Elizabeth Warren,DEM,61,43,118,222
CANYON,President,,Marianne Williamson,DEM,0,0,9,9
CANYON,President,,Andrew Yang,DEM,2,2,30,34
CANYON,President,,Don Blankenship,CON,0,1,20,21
CANYON,President,,Daniel Clyde Cummings,CON,0,0,17,17
CANYON,President,,Don J. Grundmann,CON,1,1,5,7
CANYON,President,,Charles Kraut,CON,0,0,13,13
CANYON,President,,J.R. Myers,CON,0,0,13,13
CANYON,President,,"Sheila ""Samm"" Tittle",CON,0,1,12,13
CARIBOU,President,,"Roque ""Rocky"" De La Fuente",,0,0,3,3
CARIBOU,President,,Matthew John Matern,,0,0,6,6
CARIBOU,President,,Bob Ely,,0,0,7,7
CARIBOU,President,,Donald J Trump,,0,0,907,907
CARIBOU,President,,Joe Walsh,,0,0,19,19
CARIBOU,President,,Bill Weld,,0,0,16,16
CARIBOU,President,,Michael Bennet,,0,0,0,0
CARIBOU,President,,Joseph R. Biden,,0,0,65,65
CARIBOU,President,,Michael R. Bloomberg,,0,0,2,2
CARIBOU,President,,Cory Booker,,0,0,0,0
CARIBOU,President,,Steve Burke,,0,0,0,0
CARIBOU,President,,Julian Castro,,0,0,0,0
CARIBOU,President,,John K. Delaney,,0,0,0,0
CARIBOU,President,,Tulsi Gabbard,,0,0,1,1
CARIBOU,President,,Amy Klobuchar,,0,0,0,0
CARIBOU,President,,Deval Patrick,,0,0,0,0
CARIBOU,President,,Bernie Sanders,,0,0,47,47
CARIBOU,President,,Tom Steyer,,0,0,0,0
CARIBOU,President,,Elizabeth Warren,,0,0,2,2
CARIBOU,President,,Marianne Williamson,,0,0,0,0
CARIBOU,President,,Andrew Yang,,0,0,0,0
CARIBOU,President,,Pete Buttigieg,,0,0,1,1
CARIBOU,President,,Roque De La Fuente,,0,0,0,0
CARIBOU,President,,Don Blankenship,,0,0,1,1
CARIBOU,President,,Daniel Clyde Cummings,,0,0,1,1
CARIBOU,President,,Don J. Grundmann,,0,0,3,3
CARIBOU,President,,Charles Kraut,,0,0,0,0
CARIBOU,President,,J.R. Myers,,0,0,0,0
CARIBOU,President,,"Sheila ""Samm"" Tittle",,0,0,2,2
CASSIA,President,,"Roque ""Rocky"" De La Fuente",REP,1,0,17,18
CASSIA,President,,Matthew John Matern,REP,1,5,12,18
CASSIA,President,,Bob Ely,REP,0,0,12,12
CASSIA,President,,Donald J Trump,REP,106,278,1907,2291
CASSIA,President,,Joe Walsh,REP,3,7,48,58
CASSIA,President,,Bill Weld,REP,1,6,29,36
CASSIA,President,,Michael Bennet,DEM,0,1,2,3
CASSIA,President,,Joseph R. Biden,DEM,22,17,202,241
CASSIA,President,,Michael R. Bloomberg,DEM,6,4,3,13
CASSIA,President,,Cory Booker,DEM,0,0,1,1
CASSIA,President,,Steve Burke,DEM,0,0,0,0
CASSIA,President,,Pete Buttigieg,DEM,2,6,0,8
CASSIA,President,,Julian Castro,DEM,0,0,1,1
CASSIA,President,,Roque De La Fuente,DEM,0,0,0,0
CASSIA,President,,John K. Delaney,DEM,0,0,1,1
CASSIA,President,,Tulsi Gabbard,DEM,0,3,1,4
CASSIA,President,,Amy Klobuchar,DEM,0,0,0,0
CASSIA,President,,Deval Patrick,DEM,0,0,2,2
CASSIA,President,,Bernie Sanders,DEM,10,8,160,178
CASSIA,President,,Tom Steyer,DEM,0,1,0,1
CASSIA,President,,Elizabeth Warren,DEM,0,2,6,8
CASSIA,President,,Marianne Williamson,DEM,0,0,0,0
CASSIA,President,,Andrew Yang,DEM,0,0,1,1
CASSIA,President,,Don Blankenship,CON,0,0,1,1
CASSIA,President,,Daniel Clyde Cummings,CON,0,0,2,2
CASSIA,President,,Don J. Grundmann,CON,0,0,2,2
CASSIA,President,,Charles Kraut,CON,0,0,0,0
CASSIA,President,,J.R. Myers,CON,0,1,4,5
CASSIA,President,,"Sheila ""Samm"" Tittle",CON,1,0,3,4
CLARK,President,,Matthew John Matern,,0,0,2,2
CLARK,President,,Bob Ely,,0,0,0,0
CLARK,President,,Donald J Trump,,0,0,108,108
CLARK,President,,Joe Walsh,,0,0,2,2
CLARK,President,,Bill Weld,,0,0,2,2
CLARK,President,,"Roque ""Rocky"" De La Fuente",,0,0,0,0
CLARK,President,,Michael Bennet,,0,0,0,0
CLARK,President,,Joseph R. Biden,,0,0,3,3
CLARK,President,,Michael R. Bloomberg,,0,0,1,1
CLARK,President,,Cory Booker,,0,0,0,0
CLARK,President,,Steve Burke,,0,0,0,0
CLARK,President,,Pete Buttigieg,,0,0,0,0
CLARK,President,,Julian Castro,,0,0,0,0
